TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,Minivan,Panel Truck,Pickup,Sports Car,Van,z_SUV,Clerical,Doctor,Home Maker,Lawyer,Manager,Professional,Student,z_Blue Collar
1,0,26.0,3,11.0,28726.0,0,119210.0,1,0,1,40,0,17370.0,1,0,7081.0,3,0,0,9.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,30.0,0,11.0,112687.0,0,292964.0,0,0,1,24,0,12770.0,1,1,0.0,0,0,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,59.0,0,13.0,83937.0,0,243854.0,1,0,2,52,1,28250.0,4,1,0.0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,33.0,2,14.0,54109.0,0,198173.0,1,1,1,28,1,8700.0,4,0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,45.0,2,16.0,63479.0,0,218781.0,1,1,2,23,0,24510.0,1,0,0.0,0,0,0,14.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,45.0,3,16.0,32959.0,0,124867.0,1,0,0,32,1,18400.0,6,0,0.0,0,0,1,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,39.0,0,10.0,106944.0,0,0.0,0,1,2,21,0,19960.0,10,0,0.0,0,0,0,12.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,44.0,0,6.0,84736.0,0,222348.0,1,1,3,10,0,7930.0,11,0,2772.0,2,0,3,17.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,56.0,0,14.0,63535.0,0,0.0,0,1,1,51,1,13450.0,11,0,30094.0,4,1,1,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,50.0,0,7.0,62069.0,0,227214.0,1,0,2,30,0,12710.0,10,0,0.0,0,0,0,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,31.0,1,10.0,26119.0,0,0.0,1,1,2,47,0,7210.0,4,0,0.0,0,0,0,8.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,57.0,0,7.0,93870.0,0,302628.0,1,0,3,16,0,16870.0,11,1,0.0,0,0,0,14.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,57.0,0,10.0,216985.0,0,0.0,0,1,4,40,1,20590.0,1,0,0.0,0,0,5,13.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,51.0,0,11.0,54920.0,0,0.0,0,1,3,31,0,33400.0,6,0,0.0,0,0,1,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,49.0,0,13.0,66196.0,0,229425.0,1,0,2,17,0,8550.0,4,1,28274.0,2,0,0,11.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,47.0,0,11.0,77501.0,0,223491.0,1,0,1,66,0,21030.0,4,1,8657.0,2,0,2,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,38.0,2,15.0,136334.0,1,340085.0,0,1,2,23,0,21130.0,13,0,0.0,0,0,0,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,70.0,0,14.0,12280.0,0,0.0,0,1,1,18,0,27040.0,10,0,2080.0,1,0,3,6.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,53.0,0,12.0,176037.0,0,496550.0,1,1,3,18,0,41180.0,1,0,0.0,0,0,0,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,58.0,0,13.0,103555.0,0,322978.0,0,1,3,49,0,30580.0,1,0,0.0,0,0,0,17.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,39.0,0,13.0,,0,90212.0,1,0,1,7,1,5480.0,1,1,2904.0,2,0,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,32.0,5,0.0,0.0,0,0.0,1,0,0,24,0,4700.0,4,1,0.0,0,0,0,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,37.0,1,9.0,67175.0,1,0.0,0,1,4,40,0,23340.0,9,0,0.0,0,0,5,22.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,48.0,0,9.0,40408.0,0,0.0,0,1,1,24,0,5540.0,4,0,0.0,0,1,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,37.0,0,11.0,24447.0,0,143909.0,1,1,3,25,0,19720.0,4,0,0.0,0,1,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,44.0,1,16.0,35794.0,0,87721.0,1,1,4,40,0,13050.0,6,0,45337.0,1,1,3,18.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,47.0,0,12.0,143716.0,0,379399.0,1,1,4,23,1,38120.0,1,0,0.0,0,0,2,16.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,45.0,2,13.0,72727.0,0,246002.0,1,1,2,24,0,13210.0,10,0,0.0,0,0,2,10.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,54.0,0,12.0,,0,296150.0,1,0,4,22,1,25520.0,10,0,0.0,0,0,1,14.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,50.0,0,12.0,227493.0,0,559830.0,0,1,4,50,1,6500.0,1,0,0.0,0,0,3,16.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,47.0,0,11.0,63239.0,0,227786.0,1,1,0,22,0,7820.0,17,0,8752.0,2,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,39.0,2,13.0,26840.0,1,143884.0,0,0,3,26,0,21950.0,1,0,5477.0,3,0,4,9.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,40.0,0,11.0,87967.0,0,260892.0,1,0,3,49,0,14300.0,10,1,0.0,0,1,0,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,38.0,2,9.0,100355.0,1,0.0,0,0,3,36,1,28670.0,1,1,0.0,0,0,1,17.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,51.0,0,0.0,0.0,0,100658.0,1,1,1,30,0,11750.0,7,0,0.0,0,0,3,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,41.0,2,9.0,,0,448442.0,1,0,4,26,0,11740.0,1,0,0.0,0,0,1,20.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,58.0,0,13.0,86647.0,0,310620.0,1,0,2,88,0,22420.0,4,1,0.0,0,0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,54.0,0,,70008.0,0,0.0,0,1,3,18,0,15480.0,6,0,0.0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,47.0,0,5.0,68602.0,0,0.0,0,0,0,36,1,6200.0,1,1,9136.0,4,0,2,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,29.0,3,8.0,62116.0,1,0.0,0,1,2,11,1,1500.0,1,0,3165.0,3,0,1,6.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,50.0,0,11.0,72930.0,0,275761.0,0,1,1,71,1,13790.0,1,0,0.0,0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,46.0,0,3.0,16717.0,0,0.0,0,0,2,45,0,15520.0,10,1,0.0,0,0,0,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,41.0,0,0.0,0.0,0,0.0,0,0,2,18,1,6610.0,1,1,3825.0,2,1,1,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,41.0,3,10.0,,0,177004.0,1,0,2,26,0,19750.0,9,0,0.0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,46.0,1,,69350.0,0,254858.0,1,0,2,42,1,13030.0,6,0,1699.0,1,0,6,7.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,49.0,0,11.0,99292.0,0,316705.0,1,0,3,48,0,10190.0,6,0,0.0,0,0,0,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,53.0,0,13.0,173218.0,0,492219.0,0,0,4,27,0,18820.0,1,0,0.0,0,0,0,6.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,46.0,0,14.0,54340.0,0,218964.0,1,1,2,45,0,20320.0,6,0,0.0,0,0,5,13.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,42.0,1,13.0,49120.0,1,197752.0,0,1,2,37,0,5700.0,6,0,1775.0,1,0,2,9.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,38.0,2,12.0,26074.0,0,167980.0,1,1,1,22,0,10500.0,1,0,0.0,0,0,3,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,51.0,0,0.0,0.0,0,87503.0,1,0,1,16,1,6720.0,1,0,3029.0,2,0,0,,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,57.0,1,14.0,18306.0,0,118518.0,1,0,3,10,1,11710.0,9,1,0.0,0,0,0,11.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,53.0,0,13.0,17424.0,0,0.0,1,0,2,39,1,15200.0,1,1,0.0,0,0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,40.0,3,16.0,52475.0,1,0.0,0,1,3,9,0,10750.0,1,0,0.0,0,0,3,16.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,40.0,0,10.0,157263.0,0,430484.0,0,0,3,58,1,21230.0,6,1,0.0,0,1,1,18.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,62.0,0,16.0,103109.0,0,344523.0,1,0,3,41,0,11810.0,1,1,0.0,0,0,0,15.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,47.0,0,11.0,92214.0,0,266417.0,0,1,2,19,0,19200.0,14,0,5184.0,2,0,4,7.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,46.0,0,13.0,63553.0,0,,1,0,3,39,1,33640.0,4,0,37876.0,2,0,0,14.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,45.0,0,0.0,0.0,0,0.0,1,1,1,35,0,14500.0,1,0,9063.0,3,0,6,9.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,39.0,0,6.0,98997.0,0,0.0,0,1,1,32,0,24510.0,4,0,0.0,0,0,0,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,35.0,2,14.0,27446.0,0,129102.0,1,1,1,23,0,13410.0,7,0,0.0,0,0,1,8.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,45.0,0,12.0,37846.0,0,162455.0,0,1,0,21,1,20150.0,4,0,0.0,0,0,1,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,49.0,0,10.0,75580.0,0,222553.0,1,1,3,29,0,17220.0,4,0,0.0,0,0,1,14.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,35.0,1,12.0,8276.0,0,0.0,1,1,1,13,1,2330.0,10,0,0.0,0,0,4,7.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,54.0,0,15.0,130241.0,0,,1,1,4,46,0,15570.0,19,0,0.0,0,0,3,16.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42.0,0,,,0,286147.0,1,1,2,33,0,31830.0,1,0,0.0,0,0,0,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,50.0,0,11.0,104831.0,0,0.0,0,0,3,31,1,6500.0,1,0,6657.0,2,0,3,16.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,56.0,0,0.0,0.0,0,134398.0,1,1,2,39,0,13130.0,6,0,0.0,0,0,1,13.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,41.0,0,12.0,95076.0,0,0.0,0,1,2,21,0,28710.0,4,0,0.0,0,0,0,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42.0,0,12.0,109098.0,0,268393.0,1,1,1,44,1,1500.0,4,0,1015.0,2,0,0,4.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,48.0,0,11.0,105299.0,0,276038.0,0,1,1,33,0,28610.0,6,0,6936.0,2,0,2,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,27.0,4,13.0,166855.0,0,436711.0,1,0,2,71,1,23060.0,1,0,0.0,0,0,3,6.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,21.0,0,0.0,0.0,0,51893.0,0,0,1,55,1,3600.0,10,1,3231.0,3,0,7,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,41.0,3,0.0,0.0,0,56089.0,1,1,1,27,0,16840.0,1,0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,49.0,0,0.0,0.0,0,0.0,0,1,4,46,0,17520.0,9,0,7665.0,4,0,2,19.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,25.0,3,12.0,78062.0,1,0.0,0,1,1,5,0,20640.0,6,0,0.0,0,0,0,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,42.0,0,8.0,61322.0,0,228496.0,0,0,1,36,1,11830.0,1,0,0.0,0,0,2,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42.0,0,11.0,97054.0,0,282590.0,0,0,3,40,0,19580.0,6,0,0.0,0,1,0,17.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,42.0,0,10.0,58453.0,0,202236.0,0,1,2,29,1,9480.0,4,0,0.0,0,0,1,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,41.0,4,8.0,175783.0,1,0.0,0,1,4,46,1,21520.0,11,0,4082.0,2,0,4,17.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,42.0,0,11.0,63180.0,0,243719.0,1,1,3,23,0,12030.0,1,0,0.0,0,0,1,12.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,41.0,2,9.0,37523.0,0,166138.0,1,0,1,40,0,12260.0,7,0,3134.0,1,0,3,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,37.0,2,8.0,73897.0,0,244387.0,1,1,2,5,0,16390.0,11,0,34941.0,2,0,0,6.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,30.0,1,0.0,0.0,0,0.0,1,0,1,21,0,4500.0,1,0,754.0,1,0,0,7.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,52.0,0,14.0,135116.0,0,335050.0,1,0,4,28,0,17530.0,1,0,0.0,0,1,1,13.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,50.0,0,13.0,36605.0,0,184411.0,1,0,1,48,1,18050.0,3,0,46625.0,3,0,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,32.0,3,14.0,,0,128776.0,1,1,0,34,0,6890.0,1,0,36000.0,4,1,1,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,50.0,0,12.0,,0,0.0,0,1,1,16,0,14910.0,10,0,0.0,0,0,1,12.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,27.0,1,0.0,0.0,0,0.0,1,1,0,39,1,11330.0,4,0,35165.0,3,1,7,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,36.0,0,11.0,121391.0,0,310275.0,0,0,2,46,1,36420.0,6,1,2602.0,2,0,3,8.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,46.0,0,0.0,0.0,0,0.0,1,1,0,57,0,25940.0,10,0,0.0,0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,36.0,0,11.0,30071.0,0,152771.0,1,1,0,33,0,17970.0,10,0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,49.0,0,11.0,,0,582905.0,0,1,3,17,0,38940.0,1,0,0.0,0,0,3,20.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,42.0,2,11.0,68171.0,1,0.0,0,0,2,13,0,18130.0,3,1,0.0,0,0,2,10.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,63.0,0,15.0,32824.0,0,195693.0,1,1,1,30,0,23750.0,5,0,0.0,0,0,4,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,64.0,0,0.0,0.0,0,0.0,1,0,1,60,0,7900.0,6,1,23432.0,2,1,9,8.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,35.0,2,0.0,0.0,0,59496.0,1,1,2,21,0,5000.0,6,0,4477.0,1,0,0,13.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,47.0,0,13.0,78119.0,0,226596.0,1,0,3,25,0,14010.0,10,1,0.0,0,1,0,18.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,57.0,0,13.0,99985.0,0,298356.0,1,0,3,23,0,17200.0,1,0,6739.0,2,0,5,20.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,29.0,3,0.0,0.0,1,0.0,0,1,1,12,1,6720.0,1,0,52445.0,3,1,5,6.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,46.0,0,9.0,107006.0,0,342272.0,1,0,3,7,0,6100.0,1,1,0.0,0,0,0,15.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,37.0,2,14.0,66376.0,0,214022.0,1,0,1,26,0,20570.0,4,0,0.0,0,0,5,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,56.0,2,0.0,0.0,1,0.0,0,1,0,35,0,23630.0,1,0,10612.0,3,0,2,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,61.0,0,14.0,52529.0,0,183779.0,1,0,3,66,0,12850.0,7,1,0.0,0,0,0,11.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2,39.0,2,13.0,92000.0,0,301965.0,1,0,2,50,0,7730.0,10,1,8091.0,2,0,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,42.0,1,7.0,130882.0,0,348968.0,1,0,1,39,0,14590.0,1,1,42820.0,2,1,7,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,29.0,1,13.0,36708.0,1,0.0,0,0,1,45,0,16150.0,1,0,5618.0,1,0,8,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,51.0,0,9.0,65506.0,0,213835.0,0,1,1,42,1,31120.0,1,0,0.0,0,0,0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,49.0,0,6.0,89547.0,0,0.0,0,1,3,38,0,10450.0,4,0,0.0,0,0,0,19.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,45.0,0,13.0,79720.0,0,270342.0,1,0,3,26,0,20280.0,4,1,0.0,0,0,1,14.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,58.0,0,14.0,131658.0,0,390952.0,1,1,3,31,0,26780.0,7,0,0.0,0,0,0,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,50.0,0,13.0,73668.0,0,212878.0,1,1,3,13,0,8870.0,3,0,0.0,0,1,6,11.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,35.0,3,14.0,5628.0,0,64192.0,1,1,0,24,0,6820.0,10,0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0,39.0,1,11.0,32188.0,0,174247.0,1,1,1,38,0,8620.0,6,0,5399.0,2,0,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,37.0,0,12.0,97671.0,0,257408.0,1,0,2,49,1,22660.0,3,1,1371.0,1,0,5,7.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,55.0,0,12.0,43293.0,0,0.0,1,0,1,59,0,1500.0,1,1,23756.0,2,1,3,6.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,55.0,0,,83090.0,0,202465.0,1,0,3,20,1,24750.0,4,1,0.0,0,0,0,17.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,54.0,0,3.0,27546.0,0,181137.0,1,0,1,5,0,15730.0,3,1,0.0,0,0,3,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
